,Sentences,Labels
6020,bohot hi asan hai .. main khud bhi bana leta hoon lekin ammi banati hein tou un k haath ka maza tou kuch aur hi hota hai :) ,pos
6021,bohot hi bed - tameez larki hai neelaam . jab neelam itni bold & bed - lehaz hai aur shoher samait sub say nafratt kerti hai to phir shaadi hi kyun ki . meray khayal say to neelam ko bohot pehlay hi thapper per jana chahiye thaa iss tarah ki 3rd - class herkaton per . ,pos
6022,"bohot improved episode tha , pichhlay episodes kay muqablay main ... aun bhi kuchh mature aur handsome laga iss dafa .... bohot maza aya dekh ker .... aun ki daadi to sub say zaradast hain ... :) ",pos
6023,"bohot interesting episode tha . faisal rehman ( kamal hasan ) aur samia mumtaz ( yumna ) ki acting bhi bohot achi thi . agar yumna ki taraf se dekhen to wo bilkul theek ker rahi hai , doosri shaadi kerna uss ka haq hai ... aur agar kamal hasan ki taraf say dekhen to pehli biwi ki mojoodgi main doosri shaadi kerna kuch ajeeb saa hai .. lekin dekhtay hain kay aglay episodes main in dono ki shaadi hoti hai yaa nahin ..... suspense jaari hai . :) ",pos
6024,bohot interesting ho gaya hai ye drama ... sikander ka rawaiyya kaafi negtive hota jaraha hai aur sikander ki mother ab kaafi postive hogaee hain . ,pos
6025,bohot khob,pos
6026,bohot khob bainiaz bhai umeed hai k tamam memberz apnyay khyalat ka izhar yaha kol kar karaingay,pos
6027,bohot khob bohot he umda sisila hey umeed hey tmam membaran bar char kar hisa laingay,pos
6028,bohot khushi hui tumhein itnay dino baad dekh ker meray bohot hi pyaray bhainsay . :) sometimes i like to write a lot :) ,pos
6029,"bohot mazahiya drama hai . hamza ali abbasi , sarwat gilani aur saba hameed nay bohot achhi acting ki :) ",pos
6030,bohot shukriya @ urooj meray comment pasand kernay ka aur sheharyar kay baary main batanay kaa .... personally main chhati hoon kay itna handsome aur pyara saa sheharyar abhi aur dramon main kaam karay aur itna achha dramon ka career chhor ker bahar na jaaye . ,pos
6031,"bohot zabardast anjaam hua iss dramay kaa .... bohot maza aya ..... mujhay ahmar aur zoya per taras bhi aya .... poori cast nay bohot achi acting ki ... khaas tor per imran abbas ( adeel ), sanam jang ( sila ) aur sarwat gilani ( zoya ) ki acting excellent thi .... best drama of 2013 so far . :) ",pos
6032,boht aala janab,pos
6033,boht acha silsila start kia hai,pos
6034,boht acha ho ha inshallah,pos
6035,boht achy .... aisy zabardast posts hony chahya,pos
6036,boht alla mobile hy ya s8 es ke bttry 4200 mah hy ram 6gb hy 128 gb room hy softwr 7 . 0 hy frnt camra 9mp hy back 30mp hy or es may projkter b hy boht he ,pos
6037,boht khoob malik sahab ki kiya bat ha,pos
6038,boht umdah :)+ lajawab,pos
6039,"boht accha halka phulka comedy drama tha aisey comedy dramay banty rehny chahye tenssion waley dramoun k beech aisey refreshing dramy accchy lagt hain ,, meri tarf se dramy ki poori team ko thnx .. ",pos
6040,boht acha design kia hai ma sha allah,pos
6041,boht acha mobile ha ,pos
6042,boht acha mobile hay frndz . her chez perfect bnayi hay q walon ne is main . ,pos
6043,boht acha phone hy ,pos
6044,boht acha tutorial hai brother,pos
6045,boht achha set ha ,pos
6046,boht achi shearing,pos
6047,boht achy ... ,pos
6048,boht bari ap ne help kar di,pos
6049,boht class k smart pione bnate hn ye sony wale i really really like it aowsem world clarss . ,pos
6050,boht fit phone hair ,pos
6051,boht he umda sharing,pos
6052,boht he zbardast mbl hai ,pos
6053,"boht hi alla , ye rank tho maira hi ta maghar chalo bahsh daita hon , mazaq kar raha ta , ",pos
6054,boht hi zabardast thread,pos
6055,boht khoob bhai boht achy ..... bhai mjhe backtrack ke bary me janana he ..... ,pos
6056,boht khoob . mujhay yahee chahyee tha . ,pos
6057,boht shukriya !!!! ,pos
6058,boht shukriya janab :) ,pos
6059,bohut achi sharing hai,pos
6060,bohut bohot bohut acchi awaz h atif ki hr gaana bohut hi awesome lgta h atif ki awaz me﻿,pos
6061,bohut khob bro,pos
6062,bohut khoob,pos
6063,bollywood film ka concept hain ..!!!! overall a good film n best actors﻿,pos
6064,bool ker b koi na lena ye set intehai bakwas set hai . ,pos
6065,boom boom plzzz ess bar trophy pakistan laay kar ana .... love you boom boom india ko un k gar guss kar marna lala ...!!!!! ,pos
6066,boomboom aap araam se kheliyega kyu k hum sub ki duain aap ke sath han aur yakeen hai aap jeet k aaoge ia ! ✌,pos
6067,bossisback nain bhi kamal kia hay,pos
6068,both kamal ka cell ha year net speed to 2 mb she kum ati he ,pos
6069,both q k bachy choclate or hum vanilla,pos
6070,bouht acha set hai is price main itni achi spec kisi ki bi nahi hai,pos
6071,bouth bahtreen set ha ,pos
6072,bra maza ay gajar ka halwa kah kr . ,pos
6073,brilliant work rimsha ... rahat sahb k sang e mar mar and zara yaad kar best hain ... ,pos
6074,bro ap ka thread kafi omda and kanaal ka hai,pos
6075,bro nice bht alaw ... ,pos
6076,bro waqar zaka ka personal issue tha ... aur har country mein different caste k log hoty hain aur wahan laraaiyaan b hoti hain ... kisi b mulk mein 1 party poora mulk rule ni krti,pos
6077,bro ya uni achi hy or i think ya nts ki base py admishan dyti hay,pos
6078,brother aiyqdq browsing mein yeh soft use hota hai kam ki cheez hai,pos
6079,brthr thnx nd plz ye project jaldi cmplt karo to hum per barha ahsan kardogay waiting 4 u r next thread,pos
6080,buhat ache bhai nice,pos
6081,buhaaat hi awlaaa betry timing hai ,pos
6082,buhat he kaam k styles load karne aur use karne ka tarika bataya ap nai ......... ,pos
6083,buhat khoob janab,pos
6084,buhat umda janab,pos
6085,buhat a chy g,pos
6086,buhat acha thread bnaya he apney . ,pos
6087,buhat acha tutorial hai .... aap ki mazeed pyari pyari sharing ka intizar rahega,pos
6088,buhat achay but links expired,pos
6089,buhat achi info or truck btai he apney . ,pos
6090,buhat ee ala shraing k lie shkriya,pos
6091,buhat ee ala shraing k lie shkriya .. ,pos
6092,buhat ee ala shraing k lie shkriya ... ,pos
6093,buhat ee ala shraing k lie shkriya ...... ,pos
6094,buhat fit smartphone hai ,pos
6095,"buhat he umda class toqeer bhai , allah ap k ilm main izafa farmy , ameen . ",pos
6096,buhat hi zabardast hai tahrir,pos
6097,buhat hi acha tutorial hai bhai .... ,pos
6098,buhat khoob fatima aapi ......... buhat umda tut hai,pos
6099,buhat khoob janab ........ buhat useful aur interesting tut hai per mjhe logo ki kami nazar ayi ... logo laga lain takey apki mehnat chori hone se bach sakey,pos
6100,buht acha,pos
6101,buht acha mobil ha mara khial ha any wala dor rivo ka ho ga . ,pos
6102,buht ache is tarah ache post karte rehna . bhai,pos
6103,buht buht shukriya aap ka mam,pos
6104,"buht maza aaya ... itni khushi , itni khushi , itni khushi , mjy aaaaaj tuk ni hui",pos
6105,buhut acha he,pos
6106,buhut zabardast .. ,pos
6107,bus jaldi se ik hamare pm ban jayen < 3,pos
6108,"bus yes soch ker dp aur nickmane banaye thay kay kuchh mazahiya aur unique qism kay hon , jinhen dekh ker mujhay bhi hansi aaye aur doosron ko bhi :) ",pos
6109,business karna ha to jazbat aur patriotism ko side par rakhna hoga .... ,pos
6110,but ?...*... thanks . før sharing *...? ,pos
6111,"but mein ne aesy logon ko dekha ha jo is par had se zyada believe karty hain , phir koi choti c b problem hoti ha to yehi sochty hain aur phir kafi saary baba g dhoondny nikal party hain . aur phir kuch lootery babay un ka faida uthaty hain aur unhen khoob loot - tay hain . aur compare to men autren zyada in par believe karti hain . aur agr itna kuch ho bsakta ha to inhen ni dikhana chaye itna sub kuch bcz hum log zyada tar shaytaani mind k hain aur bjaey sabaq seekhny k ulta isi ki taraf hi na chal paren",pos
6112,but review aap ne buht speed se likha ha bcz episode khatm hony k 30 minutes baad hi post hogya .... probably this one is the fastest review i have seen on this site,pos
6113,but unhun ne kiya kya ha ? they apologized already and it is nice and a decent show,pos
6114,camera k alawa mobile bohat acha ha ,pos
6115,can i ask you 1 question ? election k waqt aap log kahan hoty ho ? vote social media par ni daaly jaaty ... is baar vote daalny jaana aur ghar walon ko b kehna k ik ko vote daaly,pos
6116,candle mein to even rimsha ko b blame ni kar raha tha ... mein to admin ki baat kar raha tha ... plus i know how this news business works ... wo sub bus journalism ki morality par baat kar rahy thy to mein uny tasveer ka 2sra rukh dikhany ki koshish kar raha tha,pos
6117,chaa gaye o janab,pos
6118,"chacha ( sohail ahmed ), ghulam farid ( nauman aijaz ) ko maar ker khud jail chala jaye to achha hoga",pos
6119,chalay ab achay se training kar ke araam se hm se baty karty karty rest karyega ;-) yep ap training qatam karay hm thora parh leta hain :' p phr chat session ok na ? ,pos
6120,"chalen dair aayad , durust aayad",pos
6121,"chalen phir dikhaty rahen but phir aesa na ho na k parvez ki misery 10 mint k leye dikhaeyn , uski misery 2 3 episodes tuk dikhaeyn ... aur mein ye dekh ni raha tha bus traliers se follow kar raha tha , phir mein ne episode 21 aur 22 dekhi to mjy a6i lgeen to mein ne dekhna start kar diya",pos
6122,chalen wo to margin dy sakty hain k gulraiz literally pagal hi ha to us ne wali ki baat kahan suni hogi,pos
6123,"chalo humaima to ha , to thori c star power to hogi na",pos
6124,chalo mehnat kisi k to kaam ayi :) ,pos
6125,chalo acha hua kay wudood ki shaadi ab chhoti larki se hogi bari waali to kaafi ugly hai :) ,pos
6126,"chalo achha hua qudsiya ko apni amman aur behnon ki baatein smajh main aagayeen ... now i wish ko wo rona dhona band kerkay aqalmandi se kaam legi , apnay haq kay liye laray gi aur aaliyaan kay saath rahay gi . ",pos
6127,"chalo koi gall nai ... tusi ho na , sab theek wanjh wesi",pos
6128,chalo koi to jaag raha ha chahy late hi jaga,pos
6129,chaly jo hogy shahadat ka jam pee k tum hozor pak ny baho mein ly liya hoga ali tumhari shujahat py johmaty hogy hussain pak ny arshad yeh kiya hoga,pos
6130,chef ayesha abrar ki pizza peni recipe buhat achi lgi specially bachon k lia kfoods pr yeh special recipe ha chef ayesha abrar ki tmam recipes buhat unique hoti hain,pos
6131,chef asad bohat zaberdest sabzi bani maray abu to bus hi nahi kar rahay thay maza ki bat 1week ma 3 time bana chuki hun pls paw bhagi bhi bataya and app ki recipes frount par kyo nahi hoti bohat mushkil ss dhondne parti ha,pos
6132,chhoti si cute bachi auj ki acting zabardast thi ;) ,pos
6133,"chicken skin k sath liyni hai ya bager skin kay pls reply me , jo bhe mazy ka ho wo batana",pos
6134,chocolate cake qk i like it soooooo much,pos
6135,"choti baby iraj bohot hi pyari hai ... acting bhi bohot zabrdast kerti hai , itni si age main . teenage wali iraj bilkul bhi mutassir naa ker saki .... ye acha kiya kay young iraj ka role areej fatima ko dediya ( jo next episode kay preview main nazar aayee ). shahood alvi aur sabreen hisbani ki jori achi lag rahi hai aur dono ki acting bhi kaafi natural si hai . sameena peeerzada to hain hi excellent & my all time favorite actress . :) ",pos
6136,chulbuley gulab jamun .... wah .....:) bohat pasand ayee ... aap future mein aik achey chef ban saktey hein ....;) ,pos
6137,"chutiyoon ka matlab yeh nahi hai k ghar main beth k perh perh k aapni chutiyaan bore karoo balki khushi karo aur faida wali cheezayn karo , . i hope u understand . thanks , ",pos
6138,cinema bund karny se koi muslmaan momin ho sakta ha ? ,pos
6139,congrates bro ..... for having nika kaka ... allah pak usy lambi r naik zndgi ata karain ameen,pos
6140,comments per bhi moderation ki strong censorship laga rake hai . itni sakhti kiuyn ? ,pos
6141,commonsense ki baat he s8 he tu aesa ho sakta he ke s7 se kam specs den ,pos
6142,congratssssss aap teeno ko,pos
6143,congratulations sir ap ko itna happy dek ker buhat khushi hoe . huda ap ko duniya ki her khushi dey . ,pos
6144,curry me mutton ka kya km ha bhala,pos
6145,"dm tumhara "" sheen qaaf "" durust hai . :) ",pos
6146,"daadi ( nasreen qureshi ) zabardast hain . sabreen hisbani , saima saleem , aur hina bayat bhi achi acting ker rahi hain . naye chehron zara ( maya ali ) & aun ( osman khalid butt ) ki wajah say kuch freshness kaa ahsaas hai . bohot acha halka phulka drama hai . maza aata hai dekh ker :) ",pos
6147,daadi ko utha ker aghwa kernay wala scene zabrdast tha :) ..... lekin daadi ka wo chota nauker kahan gaya ? ,pos
6148,daal goosht or shama ki chanpain he bus dhung ki hain baqi shoor shaar,pos
6149,daal chawal with achar nd salad hmmmmm yummmmy,pos
6150,daat dani pry gai apni hakumat ki,pos
6151,"dado aik achi khatoon sabit horahi hain , isi liye unhon ne qudsiya ke gher jaa ker baat ko zyada bigarnay nahin diya . pichhlay 2 epiodes se aaliyan kay parents gher per nahin nazar aa rahay aur un ka taakra qudsiya se nahin horaha . good for qudsiya . :) ",pos
6152,dado ko ahista ahista qudsia pasand anay lagi hai ... aur aisa lagta hai kay wo qudsia ki talaq nahin honay dengi . ,pos
6153,dahe se zada ache koye chez nh jo help kare . kush tawana . ,pos
6154,daikhne ma toh bohot achi lag rahi ha . ,pos
6155,dair aayad durust aayad,pos
6156,danish ka aur arij ka couple acha hai ayza ko sab use karty hain har dramy mein﻿,pos
6157,dear fawad khan ... kuchh khaa pi bhi liya karo ... kaafi kamzor lag rahay ho .... wesay agar main tumhari begum hoti to itnay mazay mazay kay khanay bana ker khilati kay bussssss kuchh hi dino main hattay - kattay hojatay ... :) ,pos
6158,dear hani ... agar aap market level ki talk ker rahay thay to phir theek hai :) ... bohot shukriya meri profile pic aur naam pasand kernay kaa .... :) most of the time i like your comments and agree with you . you look handsome in your profile pic . ,pos
6159,dear khan sb asalam o alekum me pk # uc 30 ka rehaishee hu or ap se dili mohabbat b rakhta hu ,pos
6160,dear khan sb asalam o alekum me pk # uc 30 ka rehaishee hu or ap se dili mohabbat b rakhta hu lekin jab me bhana mari chongi,pos
6161,dear kush raho .... ,pos
6162,dear freinds first of all chuthian mubarak then behold chuthian ka mutlab her giz farigh hona nahi . aaj kal net ka dor hay . dunya globel village bun gai hay . waqt kum aur muqabala sakhat hay . jo waqt kay sath na challa waqat us ko pachay chor jay ga . jo bacha chuthain zaya kar data hay wo muqabala nahain kar sakta . ,pos
6163,"dear freinds first of all chuthian mubarak then behold chuthian ka mutlab her giz farigh hona nahi . aaj kal net ka dor hay . dunya globel village bun gai hay . waqt kum aur muqabala sakhat hay . jo waqt kay sath na challa waqat us ko pachay chor jay ga . jo bacha chuthain zaya kar data hay wo muqabala nahain kar sakta . utho wager na hashar bapa hoga pher kabhi , doro zamana chall qayamat ki chall gaya . thanks",pos
6164,dear mujhye bohat khushi hoti agar es matter may aapki help kar saktye . 1 to bba hamari field nhi or second pu hamarye flat se bohat door hy . agar koi reference etc chahiaye ho to batana vo dhoond lye gye…,pos
6165,debdas chakraborty bahut sandar ghaza,pos
6166,"deepak parwani nay pehlay bhi acting ki hai jab wo young hota tha ... main nay uss ka aik 10 ya 15 saal purana drama serial ( jiska mujhay naam yaad nahin araha ), aik video library say laa ker dekha tha . ",pos
6167,dekhiye bhai mai bilkul bhi bahes nhi kr raha hun .. ,pos
6168,dekho bhai log mai india se hun aur muslim hun . ,pos
6169,dekhta ni hoon ... fb py clip dekhy thy,pos
6170,demi grass sause recipe kabhi kahi daikhi nahi aur khabi suni hi nahi mujhe this recipe ka method bilkul different lga apni pakistani recips se kfoods ki site pr buhat new achi recipes try krne ko milti hain,pos
6171,"desi tarka , zulum ho gyaaa",pos
6172,dhoni ki fan ho .... nahi afridi ki hatss offf killed it .... smactched it turley deeply and madly﻿,pos
6173,dhoop kinaray ( 1989 ) se zyada achay dramay ye hain . ,pos
6174,die hard fan of cricket and yes ab khail jamay ga ...# psl,pos
6175,dil sy kaho h . m sb shayad allah pichly gunah muaf kar dy aur dua sun ly,pos
6176,dil hona chai da jawan teh umran ich ki rakhia,pos
6177,dil khush ho gaya,pos
6178,dil shah brother jitni b tareef ki jaie km hy ... ,pos
6179,dil sy jory hein yeh dil apny mgr khny ko koi rishta e nai dedicate my best frnd . bilal﻿,pos
6180,dish ka naam he laanti﻿ mager ak bat he ye movie ache ha,pos
6181,doctor abdul qadeer khan hamary mulk ka aik bohat acha surmaya hai or hum ko is surmay ko waist hony sy bachana hai or hum ko mazeed is jasy surmayon ki bohat zarorat hai,pos
6182,"doctor moti baaji .. please do not take these forum discussions seriously ... yahan per to her tarah kay log atay hain .. meri jesi moti bhainsen bhi aati hain ... ab her koi to aap ki tarah doctor to nahin hosakta naa :) hahaha . is zabardast discussion forum ko na chorna , aap ka saath dil lag gya ha . ",pos
